run_id	phase	setting	shift_family	severity	application_mode	max_samples	shift_seed
stage2_clean_all_latency_jitter_s1_all_shifted_seed0	stage2	clean_all	latency_jitter	s1	all_shifted		0
stage2_clean_all_latency_jitter_s1_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	latency_jitter	s1	rsu_shifted_only_cav_clean		0
stage2_clean_all_latency_jitter_s1_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	latency_jitter	s1	cav_shifted_only_rsu_clean		0
stage2_clean_all_latency_jitter_s1_one_source_null_one_clean_seed0	stage2	clean_all	latency_jitter	s1	one_source_null_one_clean		0
stage2_clean_all_latency_jitter_s2_all_shifted_seed0	stage2	clean_all	latency_jitter	s2	all_shifted		0
stage2_clean_all_latency_jitter_s2_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	latency_jitter	s2	rsu_shifted_only_cav_clean		0
stage2_clean_all_latency_jitter_s2_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	latency_jitter	s2	cav_shifted_only_rsu_clean		0
stage2_clean_all_latency_jitter_s2_one_source_null_one_clean_seed0	stage2	clean_all	latency_jitter	s2	one_source_null_one_clean		0
stage2_clean_all_latency_jitter_s3_all_shifted_seed0	stage2	clean_all	latency_jitter	s3	all_shifted		0
stage2_clean_all_latency_jitter_s3_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	latency_jitter	s3	rsu_shifted_only_cav_clean		0
stage2_clean_all_latency_jitter_s3_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	latency_jitter	s3	cav_shifted_only_rsu_clean		0
stage2_clean_all_latency_jitter_s3_one_source_null_one_clean_seed0	stage2	clean_all	latency_jitter	s3	one_source_null_one_clean		0
stage2_clean_all_latency_jitter_stress_all_shifted_seed0	stage2	clean_all	latency_jitter	stress	all_shifted		0
stage2_clean_all_latency_jitter_stress_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	latency_jitter	stress	rsu_shifted_only_cav_clean		0
stage2_clean_all_latency_jitter_stress_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	latency_jitter	stress	cav_shifted_only_rsu_clean		0
stage2_clean_all_latency_jitter_stress_one_source_null_one_clean_seed0	stage2	clean_all	latency_jitter	stress	one_source_null_one_clean		0
stage2_clean_all_frame_lost_hold_s1_all_shifted_seed0	stage2	clean_all	frame_lost_hold	s1	all_shifted		0
stage2_clean_all_frame_lost_hold_s1_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	frame_lost_hold	s1	rsu_shifted_only_cav_clean		0
stage2_clean_all_frame_lost_hold_s1_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	frame_lost_hold	s1	cav_shifted_only_rsu_clean		0
stage2_clean_all_frame_lost_hold_s1_one_source_null_one_clean_seed0	stage2	clean_all	frame_lost_hold	s1	one_source_null_one_clean		0
stage2_clean_all_frame_lost_hold_s2_all_shifted_seed0	stage2	clean_all	frame_lost_hold	s2	all_shifted		0
stage2_clean_all_frame_lost_hold_s2_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	frame_lost_hold	s2	rsu_shifted_only_cav_clean		0
stage2_clean_all_frame_lost_hold_s2_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	frame_lost_hold	s2	cav_shifted_only_rsu_clean		0
stage2_clean_all_frame_lost_hold_s2_one_source_null_one_clean_seed0	stage2	clean_all	frame_lost_hold	s2	one_source_null_one_clean		0
stage2_clean_all_frame_lost_hold_s3_all_shifted_seed0	stage2	clean_all	frame_lost_hold	s3	all_shifted		0
stage2_clean_all_frame_lost_hold_s3_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	frame_lost_hold	s3	rsu_shifted_only_cav_clean		0
stage2_clean_all_frame_lost_hold_s3_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	frame_lost_hold	s3	cav_shifted_only_rsu_clean		0
stage2_clean_all_frame_lost_hold_s3_one_source_null_one_clean_seed0	stage2	clean_all	frame_lost_hold	s3	one_source_null_one_clean		0
stage2_clean_all_frame_lost_hold_stress_all_shifted_seed0	stage2	clean_all	frame_lost_hold	stress	all_shifted		0
stage2_clean_all_frame_lost_hold_stress_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	frame_lost_hold	stress	rsu_shifted_only_cav_clean		0
stage2_clean_all_frame_lost_hold_stress_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	frame_lost_hold	stress	cav_shifted_only_rsu_clean		0
stage2_clean_all_frame_lost_hold_stress_one_source_null_one_clean_seed0	stage2	clean_all	frame_lost_hold	stress	one_source_null_one_clean		0
stage2_clean_all_packet_drop_input_s1_all_shifted_seed0	stage2	clean_all	packet_drop_input	s1	all_shifted		0
stage2_clean_all_packet_drop_input_s1_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	packet_drop_input	s1	rsu_shifted_only_cav_clean		0
stage2_clean_all_packet_drop_input_s1_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	packet_drop_input	s1	cav_shifted_only_rsu_clean		0
stage2_clean_all_packet_drop_input_s1_one_source_null_one_clean_seed0	stage2	clean_all	packet_drop_input	s1	one_source_null_one_clean		0
stage2_clean_all_packet_drop_input_s2_all_shifted_seed0	stage2	clean_all	packet_drop_input	s2	all_shifted		0
stage2_clean_all_packet_drop_input_s2_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	packet_drop_input	s2	rsu_shifted_only_cav_clean		0
stage2_clean_all_packet_drop_input_s2_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	packet_drop_input	s2	cav_shifted_only_rsu_clean		0
stage2_clean_all_packet_drop_input_s2_one_source_null_one_clean_seed0	stage2	clean_all	packet_drop_input	s2	one_source_null_one_clean		0
stage2_clean_all_packet_drop_input_s3_all_shifted_seed0	stage2	clean_all	packet_drop_input	s3	all_shifted		0
stage2_clean_all_packet_drop_input_s3_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	packet_drop_input	s3	rsu_shifted_only_cav_clean		0
stage2_clean_all_packet_drop_input_s3_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	packet_drop_input	s3	cav_shifted_only_rsu_clean		0
stage2_clean_all_packet_drop_input_s3_one_source_null_one_clean_seed0	stage2	clean_all	packet_drop_input	s3	one_source_null_one_clean		0
stage2_clean_all_packet_drop_input_stress_all_shifted_seed0	stage2	clean_all	packet_drop_input	stress	all_shifted		0
stage2_clean_all_packet_drop_input_stress_rsu_shifted_only_cav_clean_seed0	stage2	clean_all	packet_drop_input	stress	rsu_shifted_only_cav_clean		0
stage2_clean_all_packet_drop_input_stress_cav_shifted_only_rsu_clean_seed0	stage2	clean_all	packet_drop_input	stress	cav_shifted_only_rsu_clean		0
stage2_clean_all_packet_drop_input_stress_one_source_null_one_clean_seed0	stage2	clean_all	packet_drop_input	stress	one_source_null_one_clean		0
