run_id	phase	setting	shift_family	severity	application_mode	shift_seed	max_samples
phase1full_clean_all_camera_crash_s3_rsu_shifted_only_seed0	phase1full	clean_all	camera_crash	s3	rsu_shifted_only	0	
phase1full_clean_all_resolution_s1_rsu_shifted_only_seed0	phase1full	clean_all	resolution	s1	rsu_shifted_only	0	
phase1full_clean_all_resolution_s3_rsu_shifted_only_seed0	phase1full	clean_all	resolution	s3	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_s1_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	s1	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_s3_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	s3	rsu_shifted_only	0	
phase1full_clean_all_color_quant_s1_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	s1	rsu_shifted_only	0	
phase1full_clean_all_color_quant_s3_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	s3	rsu_shifted_only	0	
phase1full_clean_all_brightness_s1_rsu_shifted_only_seed0	phase1full	clean_all	brightness	s1	rsu_shifted_only	0	
phase1full_clean_all_brightness_s3_rsu_shifted_only_seed0	phase1full	clean_all	brightness	s3	rsu_shifted_only	0	
phase1full_clean_all_darkness_s1_rsu_shifted_only_seed0	phase1full	clean_all	darkness	s1	rsu_shifted_only	0	
phase1full_clean_all_darkness_s3_rsu_shifted_only_seed0	phase1full	clean_all	darkness	s3	rsu_shifted_only	0	
phase1full_clean_all_contrast_s1_rsu_shifted_only_seed0	phase1full	clean_all	contrast	s1	rsu_shifted_only	0	
phase1full_clean_all_contrast_s3_rsu_shifted_only_seed0	phase1full	clean_all	contrast	s3	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_s1_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s1	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_stress_all_shifted_seed0	phase1full	clean_all	motion_blur	stress	all_shifted	0	
phase1full_clean_all_defocus_blur_s1_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s1	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_stress_all_shifted_seed0	phase1full	clean_all	defocus_blur	stress	all_shifted	0	
phase1full_clean_all_jpeg_s1_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s1	rsu_shifted_only	0	
phase1full_clean_all_jpeg_s2_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s2	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_stress_all_shifted_seed0	phase1full	clean_all	jpeg	stress	all_shifted	0	
phase1full_clean_all_fog_s1_rsu_shifted_only_seed0	phase1full	clean_all	fog	s1	rsu_shifted_only	0	
phase1full_clean_all_fog_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s2	vehicle_shifted_only	0	
phase1full_clean_all_fog_stress_all_shifted_seed0	phase1full	clean_all	fog	stress	all_shifted	0	
phase1full_clean_all_rain_s1_rsu_shifted_only_seed0	phase1full	clean_all	rain	s1	rsu_shifted_only	0	
phase1full_clean_all_rain_s2_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s2	vehicle_shifted_only	0	
phase1full_clean_all_rain_stress_all_shifted_seed0	phase1full	clean_all	rain	stress	all_shifted	0	
phase1full_clean_all_snow_s1_rsu_shifted_only_seed0	phase1full	clean_all	snow	s1	rsu_shifted_only	0	
phase1full_clean_all_snow_s2_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s2	vehicle_shifted_only	0	
