run_id	phase	setting	shift_family	severity	application_mode	max_samples	shift_seed
stage5_clean_all_darkness_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	darkness	stress	cav_shifted_only_rsu_clean		0
stage5_clean_all_brightness_s1_all_shifted_seed0	stage5	clean_all	brightness	s1	all_shifted		0
stage5_clean_all_brightness_s1_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	brightness	s1	rsu_shifted_only_cav_clean		0
stage5_clean_all_brightness_s1_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	brightness	s1	cav_shifted_only_rsu_clean		0
stage5_clean_all_brightness_s2_all_shifted_seed0	stage5	clean_all	brightness	s2	all_shifted		0
stage5_clean_all_brightness_s2_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	brightness	s2	rsu_shifted_only_cav_clean		0
stage5_clean_all_brightness_s2_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	brightness	s2	cav_shifted_only_rsu_clean		0
stage5_clean_all_brightness_s3_all_shifted_seed0	stage5	clean_all	brightness	s3	all_shifted		0
stage5_clean_all_brightness_s3_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	brightness	s3	rsu_shifted_only_cav_clean		0
stage5_clean_all_brightness_s3_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	brightness	s3	cav_shifted_only_rsu_clean		0
stage5_clean_all_brightness_stress_all_shifted_seed0	stage5	clean_all	brightness	stress	all_shifted		0
stage5_clean_all_brightness_stress_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	brightness	stress	rsu_shifted_only_cav_clean		0
stage5_clean_all_brightness_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	brightness	stress	cav_shifted_only_rsu_clean		0
stage5_clean_all_contrast_s1_all_shifted_seed0	stage5	clean_all	contrast	s1	all_shifted		0
stage5_clean_all_contrast_s1_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	contrast	s1	rsu_shifted_only_cav_clean		0
stage5_clean_all_contrast_s1_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	contrast	s1	cav_shifted_only_rsu_clean		0
stage5_clean_all_contrast_s2_all_shifted_seed0	stage5	clean_all	contrast	s2	all_shifted		0
stage5_clean_all_contrast_s2_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	contrast	s2	rsu_shifted_only_cav_clean		0
stage5_clean_all_contrast_s2_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	contrast	s2	cav_shifted_only_rsu_clean		0
stage5_clean_all_contrast_s3_all_shifted_seed0	stage5	clean_all	contrast	s3	all_shifted		0
stage5_clean_all_contrast_s3_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	contrast	s3	rsu_shifted_only_cav_clean		0
stage5_clean_all_contrast_s3_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	contrast	s3	cav_shifted_only_rsu_clean		0
stage5_clean_all_contrast_stress_all_shifted_seed0	stage5	clean_all	contrast	stress	all_shifted		0
stage5_clean_all_contrast_stress_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	contrast	stress	rsu_shifted_only_cav_clean		0
stage5_clean_all_contrast_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	contrast	stress	cav_shifted_only_rsu_clean		0
stage5_clean_all_fog_s1_all_shifted_seed0	stage5	clean_all	fog	s1	all_shifted		0
stage5_clean_all_fog_s1_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	fog	s1	rsu_shifted_only_cav_clean		0
stage5_clean_all_fog_s1_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	fog	s1	cav_shifted_only_rsu_clean		0
stage5_clean_all_fog_s2_all_shifted_seed0	stage5	clean_all	fog	s2	all_shifted		0
stage5_clean_all_fog_s2_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	fog	s2	rsu_shifted_only_cav_clean		0
stage5_clean_all_fog_s2_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	fog	s2	cav_shifted_only_rsu_clean		0
stage5_clean_all_fog_s3_all_shifted_seed0	stage5	clean_all	fog	s3	all_shifted		0
stage5_clean_all_fog_s3_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	fog	s3	rsu_shifted_only_cav_clean		0
stage5_clean_all_fog_s3_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	fog	s3	cav_shifted_only_rsu_clean		0
stage5_clean_all_fog_stress_all_shifted_seed0	stage5	clean_all	fog	stress	all_shifted		0
stage5_clean_all_fog_stress_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	fog	stress	rsu_shifted_only_cav_clean		0
stage5_clean_all_fog_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	fog	stress	cav_shifted_only_rsu_clean		0
stage5_clean_all_rain_s1_all_shifted_seed0	stage5	clean_all	rain	s1	all_shifted		0
stage5_clean_all_rain_s1_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	rain	s1	rsu_shifted_only_cav_clean		0
stage5_clean_all_rain_s1_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	rain	s1	cav_shifted_only_rsu_clean		0
stage5_clean_all_rain_s2_all_shifted_seed0	stage5	clean_all	rain	s2	all_shifted		0
stage5_clean_all_rain_s2_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	rain	s2	rsu_shifted_only_cav_clean		0
stage5_clean_all_rain_s2_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	rain	s2	cav_shifted_only_rsu_clean		0
stage5_clean_all_rain_s3_all_shifted_seed0	stage5	clean_all	rain	s3	all_shifted		0
stage5_clean_all_rain_s3_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	rain	s3	rsu_shifted_only_cav_clean		0
stage5_clean_all_rain_s3_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	rain	s3	cav_shifted_only_rsu_clean		0
stage5_clean_all_rain_stress_all_shifted_seed0	stage5	clean_all	rain	stress	all_shifted		0
stage5_clean_all_rain_stress_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	rain	stress	rsu_shifted_only_cav_clean		0
stage5_clean_all_rain_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	rain	stress	cav_shifted_only_rsu_clean		0
stage5_clean_all_snow_s1_all_shifted_seed0	stage5	clean_all	snow	s1	all_shifted		0
stage5_clean_all_snow_s1_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	snow	s1	rsu_shifted_only_cav_clean		0
stage5_clean_all_snow_s1_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	snow	s1	cav_shifted_only_rsu_clean		0
stage5_clean_all_snow_s2_all_shifted_seed0	stage5	clean_all	snow	s2	all_shifted		0
stage5_clean_all_snow_s2_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	snow	s2	rsu_shifted_only_cav_clean		0
stage5_clean_all_snow_s2_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	snow	s2	cav_shifted_only_rsu_clean		0
stage5_clean_all_snow_s3_all_shifted_seed0	stage5	clean_all	snow	s3	all_shifted		0
stage5_clean_all_snow_s3_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	snow	s3	rsu_shifted_only_cav_clean		0
stage5_clean_all_snow_s3_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	snow	s3	cav_shifted_only_rsu_clean		0
stage5_clean_all_snow_stress_all_shifted_seed0	stage5	clean_all	snow	stress	all_shifted		0
stage5_clean_all_snow_stress_rsu_shifted_only_cav_clean_seed0	stage5	clean_all	snow	stress	rsu_shifted_only_cav_clean		0
stage5_clean_all_snow_stress_cav_shifted_only_rsu_clean_seed0	stage5	clean_all	snow	stress	cav_shifted_only_rsu_clean		0
